model_key,model_display_x,relation_key,relation_group,n_correct,n_hall,n_refusal,n_unknown,n_total,answered_n,answered_accuracy,hall_rate_answered,noncorrect_n,hall_rate_noncorrect,behavior_metric_main,behavior_source,is_factual,is_commonsense,is_linguistic,is_bias,behavior_y,model_display_y,linearity_score,n_train,n_test,subject_layer,object_layer,hidden_state_subject_index,hidden_state_object_index,dataset_display,behavior_metric,behavior_value
gemma_7b_it,Gemma-7B-IT,person_mother,factual,63,125,806,0,994,188,0.3351063829787234,0.6648936170212766,931,0.1342642320085929,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.3351063829787234,Gemma-7B-IT,0.4055178433027442,745,249,14,26,15,27,Natural 28 LRE,answered_case_accuracy,0.3351063829787234
gemma_7b_it,Gemma-7B-IT,person_native_language,factual,674,226,19,0,919,900,0.7488888888888889,0.2511111111111111,245,0.9224489795918368,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.7488888888888889,Gemma-7B-IT,0.8092072184164122,689,230,14,26,15,27,Natural 28 LRE,answered_case_accuracy,0.7488888888888889
gemma_7b_it,Gemma-7B-IT,person_occupation,factual,183,576,62,0,821,759,0.2411067193675889,0.758893280632411,638,0.90282131661442,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.2411067193675889,Gemma-7B-IT,0.7497993870876819,615,206,14,26,15,27,Natural 28 LRE,answered_case_accuracy,0.2411067193675889
gemma_7b_it,Gemma-7B-IT,person_plays_instrument,factual,227,285,1,0,513,512,0.443359375,0.556640625,286,0.9965034965034965,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.443359375,Gemma-7B-IT,0.7940110360610797,384,129,14,26,15,27,Natural 28 LRE,answered_case_accuracy,0.443359375
gemma_7b_it,Gemma-7B-IT,person_plays_position_in_sport,factual,260,681,11,0,952,941,0.2763018065887354,0.7236981934112646,692,0.9841040462427746,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.2763018065887354,Gemma-7B-IT,0.7781704503409173,714,238,14,26,15,27,Natural 28 LRE,answered_case_accuracy,0.2763018065887354
gemma_7b_it,Gemma-7B-IT,person_plays_pro_sport,factual,259,59,0,0,318,318,0.8144654088050315,0.1855345911949685,59,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.8144654088050315,Gemma-7B-IT,0.8210438561941075,238,80,14,26,15,27,Natural 28 LRE,answered_case_accuracy,0.8144654088050315
gemma_7b_it,Gemma-7B-IT,person_university,factual,27,64,0,0,91,91,0.2967032967032967,0.7032967032967034,64,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.2967032967032967,Gemma-7B-IT,0.6488178350418946,68,23,14,26,15,27,Natural 28 LRE,answered_case_accuracy,0.2967032967032967
gemma_7b_it,Gemma-7B-IT,pokemon_evolutions,factual,17,27,0,0,44,44,0.3863636363636363,0.6136363636363636,27,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.3863636363636363,Gemma-7B-IT,0.4981839837199974,33,11,14,26,15,27,Natural 28 LRE,answered_case_accuracy,0.3863636363636363
gemma_7b_it,Gemma-7B-IT,product_by_company,factual,326,194,2,0,522,520,0.6269230769230769,0.3730769230769231,196,0.9897959183673468,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.6269230769230769,Gemma-7B-IT,0.7302725943876083,391,131,14,26,15,27,Natural 28 LRE,answered_case_accuracy,0.6269230769230769
gemma_7b_it,Gemma-7B-IT,star_constellation,factual,243,119,0,0,362,362,0.6712707182320442,0.3287292817679558,119,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.6712707182320442,Gemma-7B-IT,0.7448474555446416,271,91,14,26,15,27,Natural 28 LRE,answered_case_accuracy,0.6712707182320442
gemma_7b_it,Gemma-7B-IT,substance_phase,commonsense,44,6,0,0,50,50,0.88,0.12,6,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,True,False,False,0.88,Gemma-7B-IT,0.8274712178070446,37,13,14,26,15,27,Natural 28 LRE,answered_case_accuracy,0.88
gemma_7b_it,Gemma-7B-IT,superhero_archnemesis,factual,18,78,0,0,96,96,0.1875,0.8125,78,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.1875,Gemma-7B-IT,0.4583037843316046,72,24,14,26,15,27,Natural 28 LRE,answered_case_accuracy,0.1875
gemma_7b_it,Gemma-7B-IT,superhero_person,factual,40,57,3,0,100,97,0.4123711340206185,0.5876288659793815,60,0.95,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.4123711340206185,Gemma-7B-IT,0.4872394232908748,75,25,14,26,15,27,Natural 28 LRE,answered_case_accuracy,0.4123711340206185
gemma_7b_it,Gemma-7B-IT,task_done_by_tool,commonsense,31,21,0,0,52,52,0.5961538461538461,0.4038461538461538,21,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,True,False,False,0.5961538461538461,Gemma-7B-IT,0.5614027105313891,39,13,14,26,15,27,Natural 28 LRE,answered_case_accuracy,0.5961538461538461
gemma_7b_it,Gemma-7B-IT,verb_past_tense,linguistic,73,3,0,0,76,76,0.9605263157894736,0.0394736842105263,3,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,False,True,False,0.9605263157894736,Gemma-7B-IT,0.7100757621980343,57,19,14,26,15,27,Natural 28 LRE,answered_case_accuracy,0.9605263157894736
gemma_7b_it,Gemma-7B-IT,word_first_letter,linguistic,241,0,0,0,241,241,1.0,0.0,0,,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,False,True,False,1.0,Gemma-7B-IT,0.7664561220461329,180,61,14,26,15,27,Natural 28 LRE,answered_case_accuracy,1.0
gemma_7b_it,Gemma-7B-IT,word_last_letter,linguistic,192,49,0,0,241,241,0.7966804979253111,0.2033195020746888,49,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,False,True,False,0.7966804979253111,Gemma-7B-IT,0.74464670136772,180,61,14,26,15,27,Natural 28 LRE,answered_case_accuracy,0.7966804979253111
gemma_7b_it,Gemma-7B-IT,word_sentiment,commonsense,55,5,0,0,60,60,0.9166666666666666,0.0833333333333333,5,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,True,False,False,0.9166666666666666,Gemma-7B-IT,0.8295926874614007,45,15,14,26,15,27,Natural 28 LRE,answered_case_accuracy,0.9166666666666666
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,adj_antonym,linguistic,75,25,0,0,100,100,0.75,0.25,25,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,False,True,False,0.75,Llama-3.1-8B-Instruct,0.6068260076072945,75,25,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.75
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,adj_comparative,linguistic,64,4,0,0,68,68,0.9411764705882352,0.0588235294117647,4,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,False,True,False,0.9411764705882352,Llama-3.1-8B-Instruct,0.6723167278660834,51,17,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.9411764705882352
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,adj_superlative,linguistic,60,20,0,0,80,80,0.75,0.25,20,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,False,True,False,0.75,Llama-3.1-8B-Instruct,0.6625102655407795,60,20,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.75
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,company_ceo,factual,137,132,29,0,298,269,0.5092936802973977,0.4907063197026022,161,0.8198757763975155,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.5092936802973977,Llama-3.1-8B-Instruct,0.5264820672369297,223,75,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.5092936802973977
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,company_hq,factual,447,171,56,0,674,618,0.7233009708737864,0.2766990291262136,227,0.7533039647577092,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.7233009708737864,Llama-3.1-8B-Instruct,0.7209460786171593,505,169,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.7233009708737864
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,landmark_in_country,factual,739,92,5,0,836,831,0.8892900120336944,0.1107099879663056,97,0.9484536082474226,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.8892900120336944,Llama-3.1-8B-Instruct,0.7806240062939425,627,209,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.8892900120336944
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,landmark_on_continent,factual,736,190,21,0,947,926,0.7948164146868251,0.2051835853131749,211,0.9004739336492891,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.7948164146868251,Llama-3.1-8B-Instruct,0.81881316071209,710,237,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.7948164146868251
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,object_superclass,commonsense,57,19,0,0,76,76,0.75,0.25,19,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,True,False,False,0.75,Llama-3.1-8B-Instruct,0.7816364776275834,57,19,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.75
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,occupation_age,bias,24,21,0,0,45,45,0.5333333333333333,0.4666666666666667,21,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,False,False,True,0.5333333333333333,Llama-3.1-8B-Instruct,0.7767516311413539,33,12,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.5333333333333333
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,person_father,factual,543,434,14,0,991,977,0.5557830092118731,0.4442169907881269,448,0.96875,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.5557830092118731,Llama-3.1-8B-Instruct,0.4886919429643757,743,248,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.5557830092118731
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,person_mother,factual,363,612,19,0,994,975,0.3723076923076923,0.6276923076923077,631,0.9698890649762282,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.3723076923076923,Llama-3.1-8B-Instruct,0.464830571829115,745,249,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.3723076923076923
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,person_native_language,factual,772,143,4,0,919,915,0.8437158469945355,0.1562841530054644,147,0.9727891156462584,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.8437158469945355,Llama-3.1-8B-Instruct,0.8485513665378212,689,230,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.8437158469945355
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,person_occupation,factual,495,317,9,0,821,812,0.6096059113300493,0.3903940886699507,326,0.97239263803681,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.6096059113300493,Llama-3.1-8B-Instruct,0.8031017116701883,615,206,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.6096059113300493
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,person_plays_instrument,factual,312,179,22,0,513,491,0.6354378818737271,0.3645621181262729,201,0.8905472636815921,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.6354378818737271,Llama-3.1-8B-Instruct,0.815441149564639,384,129,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.6354378818737271
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,person_plays_position_in_sport,factual,717,156,79,0,952,873,0.8213058419243986,0.1786941580756013,235,0.6638297872340425,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.8213058419243986,Llama-3.1-8B-Instruct,0.8419199543262547,714,238,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.8213058419243986
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,person_plays_pro_sport,factual,298,18,2,0,318,316,0.9430379746835444,0.0569620253164556,20,0.9,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.9430379746835444,Llama-3.1-8B-Instruct,0.8291230805460323,238,80,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.9430379746835444
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,person_university,factual,35,56,0,0,91,91,0.3846153846153846,0.6153846153846154,56,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.3846153846153846,Llama-3.1-8B-Instruct,0.6694244885082449,68,23,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.3846153846153846
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,pokemon_evolutions,factual,39,4,1,0,44,43,0.9069767441860463,0.0930232558139534,5,0.8,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.9069767441860463,Llama-3.1-8B-Instruct,0.5810519146320733,33,11,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.9069767441860463
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,product_by_company,factual,411,107,4,0,522,518,0.7934362934362934,0.2065637065637065,111,0.963963963963964,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.7934362934362934,Llama-3.1-8B-Instruct,0.7744295927312469,391,131,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.7934362934362934
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,star_constellation,factual,278,83,1,0,362,361,0.7700831024930748,0.2299168975069252,84,0.988095238095238,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.7700831024930748,Llama-3.1-8B-Instruct,0.7494317740844645,271,91,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.7700831024930748
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,substance_phase,commonsense,48,2,0,0,50,50,0.96,0.04,2,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,True,False,False,0.96,Llama-3.1-8B-Instruct,0.8114009826933117,37,13,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.96
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,superhero_archnemesis,factual,38,58,0,0,96,96,0.3958333333333333,0.6041666666666666,58,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.3958333333333333,Llama-3.1-8B-Instruct,0.510826143509583,72,24,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.3958333333333333
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,superhero_person,factual,59,36,5,0,100,95,0.6210526315789474,0.3789473684210526,41,0.8780487804878049,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.6210526315789474,Llama-3.1-8B-Instruct,0.5745610251540723,75,25,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.6210526315789474
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,task_done_by_tool,commonsense,29,23,0,0,52,52,0.5576923076923077,0.4423076923076923,23,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,True,False,False,0.5576923076923077,Llama-3.1-8B-Instruct,0.5840179952872644,39,13,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.5576923076923077
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,verb_past_tense,linguistic,75,1,0,0,76,76,0.986842105263158,0.0131578947368421,1,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,False,True,False,0.986842105263158,Llama-3.1-8B-Instruct,0.6621448894181622,57,19,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.986842105263158
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,word_first_letter,linguistic,241,0,0,0,241,241,1.0,0.0,0,,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,False,True,False,1.0,Llama-3.1-8B-Instruct,0.81402958116172,180,61,16,30,17,31,Natural 28 LRE,answered_case_accuracy,1.0
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,word_last_letter,linguistic,236,5,0,0,241,241,0.979253112033195,0.0207468879668049,5,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,False,True,False,0.979253112033195,Llama-3.1-8B-Instruct,0.79029848947807,180,61,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.979253112033195
llama3_1_8b_instruct,Llama-3.1-8B-Instruct,word_sentiment,commonsense,59,1,0,0,60,60,0.9833333333333332,0.0166666666666666,1,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,True,False,False,0.9833333333333332,Llama-3.1-8B-Instruct,0.8314549292468486,45,15,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.9833333333333332
mistral_7b_instruct,Mistral-7B-Instruct,adj_antonym,linguistic,72,28,0,0,100,100,0.72,0.28,28,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,False,True,False,0.72,Mistral-7B-Instruct,0.5965328484919009,75,25,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.72
mistral_7b_instruct,Mistral-7B-Instruct,adj_comparative,linguistic,58,10,0,0,68,68,0.8529411764705882,0.1470588235294117,10,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,False,True,False,0.8529411764705882,Mistral-7B-Instruct,0.6501797104229151,51,17,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.8529411764705882
mistral_7b_instruct,Mistral-7B-Instruct,adj_superlative,linguistic,65,15,0,0,80,80,0.8125,0.1875,15,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,False,True,False,0.8125,Mistral-7B-Instruct,0.6155888678521739,60,20,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.8125
mistral_7b_instruct,Mistral-7B-Instruct,company_ceo,factual,168,108,22,0,298,276,0.6086956521739131,0.391304347826087,130,0.8307692307692308,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.6086956521739131,Mistral-7B-Instruct,0.4594821638238734,223,75,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.6086956521739131
mistral_7b_instruct,Mistral-7B-Instruct,company_hq,factual,452,193,29,0,674,645,0.7007751937984497,0.2992248062015504,222,0.8693693693693694,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.7007751937984497,Mistral-7B-Instruct,0.6327178529753611,505,169,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.7007751937984497
mistral_7b_instruct,Mistral-7B-Instruct,landmark_in_country,factual,714,111,11,0,836,825,0.8654545454545455,0.1345454545454545,122,0.9098360655737704,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.8654545454545455,Mistral-7B-Instruct,0.7412074206797108,627,209,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.8654545454545455
mistral_7b_instruct,Mistral-7B-Instruct,landmark_on_continent,factual,584,335,28,0,947,919,0.6354733405875952,0.3645266594124048,363,0.9228650137741048,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.6354733405875952,Mistral-7B-Instruct,0.7773768162344281,710,237,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.6354733405875952
mistral_7b_instruct,Mistral-7B-Instruct,object_superclass,commonsense,49,27,0,0,76,76,0.6447368421052632,0.3552631578947368,27,1.0,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,True,False,False,0.6447368421052632,Mistral-7B-Instruct,0.7885057377558857,57,19,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.6447368421052632
mistral_7b_instruct,Mistral-7B-Instruct,occupation_age,bias,11,22,12,0,45,33,0.3333333333333333,0.6666666666666666,34,0.6470588235294118,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,False,False,False,True,0.3333333333333333,Mistral-7B-Instruct,0.7775822814012835,33,12,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.3333333333333333
mistral_7b_instruct,Mistral-7B-Instruct,person_father,factual,445,489,57,0,991,934,0.4764453961456102,0.5235546038543897,546,0.8956043956043956,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.4764453961456102,Mistral-7B-Instruct,0.4442035500411187,743,248,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.4764453961456102
mistral_7b_instruct,Mistral-7B-Instruct,person_mother,factual,293,571,130,0,994,864,0.3391203703703703,0.6608796296296297,701,0.8145506419400856,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.3391203703703703,Mistral-7B-Instruct,0.4245476092541797,745,249,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.3391203703703703
mistral_7b_instruct,Mistral-7B-Instruct,person_native_language,factual,809,89,21,0,919,898,0.900890868596882,0.099109131403118,110,0.8090909090909091,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.900890868596882,Mistral-7B-Instruct,0.8424974340625033,689,230,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.900890868596882
mistral_7b_instruct,Mistral-7B-Instruct,person_occupation,factual,395,382,44,0,821,777,0.5083655083655083,0.4916344916344916,426,0.8967136150234741,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.5083655083655083,Mistral-7B-Instruct,0.7547059552145247,615,206,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.5083655083655083
mistral_7b_instruct,Mistral-7B-Instruct,person_plays_instrument,factual,274,205,34,0,513,479,0.5720250521920668,0.4279749478079332,239,0.8577405857740585,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.5720250521920668,Mistral-7B-Instruct,0.7672166413092533,384,129,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.5720250521920668
mistral_7b_instruct,Mistral-7B-Instruct,person_plays_position_in_sport,factual,530,346,76,0,952,876,0.6050228310502284,0.3949771689497717,422,0.8199052132701422,Answered accuracy = Correct/(Correct+Hall),natural_lre_3way_judge_n_test_gt10,True,False,False,False,0.6050228310502284,Mistral-7B-Instruct,0.7699522164641337,714,238,16,30,17,31,Natural 28 LRE,answered_case_accuracy,0.6050228310502284
